year,sex,age,population
1977,Male,23,116729
1978,Male,23,120612
1979,Male,23,124760
1980,Male,23,125753
1981,Male,23,130469
1982,Male,23,133101
1983,Male,23,135428
1984,Male,23,139284
1985,Male,23,139538
1986,Male,23,139442
1987,Male,23,138140
1988,Male,23,134130
1989,Male,23,133829
1990,Male,23,133961
1991,Male,23,135961
1992,Male,23,139214
1993,Male,23,143217
1994,Male,23,152074
1995,Male,23,149888
1996,Male,23,144142
1997,Male,23,139562
1998,Male,23,135735
1999,Male,23,132047
2000,Male,23,129978
2001,Male,23,129305
2002,Male,23,130602
2003,Male,23,134838
2004,Male,23,140593
2005,Male,23,144147
2006,Male,23,149015
2007,Male,23,152842
2008,Male,23,159714
2009,Male,23,165753
2010,Male,23,165837
2011,Male,23,165991
2012,Male,23,169943
2013,Male,23,175687
2014,Male,23,174303
2015,Male,23,173708
2016,Male,23,176276
2017,Male,23,181326
2018,Male,23,185956
2019,Male,23,184753
2020,Male,23,179623
2021,Male,23,169551
2022,Male,23,172389
2023,Male,23,187904
2024,Male,23,194536
2025,Male,23,191528
1971,Male,24,126058
1972,Male,24,117510
1973,Male,24,114013
1974,Male,24,117132
1975,Male,24,116976
1976,Male,24,117763
1977,Male,24,119461
1978,Male,24,118027
1979,Male,24,121565
1980,Male,24,125887
1981,Male,24,127544
1982,Male,24,131837
1983,Male,24,133644
1984,Male,24,135399
1985,Male,24,140215
1986,Male,24,140874
1987,Male,24,140174
1988,Male,24,139305
1989,Male,24,135039
1990,Male,24,134588
1991,Male,24,133879
1992,Male,24,135874
1993,Male,24,138976
1994,Male,24,142648
1995,Male,24,151859
1996,Male,24,149576
1997,Male,24,143719
1998,Male,24,139016
1999,Male,24,135062
2000,Male,24,131673
2001,Male,24,129630
2002,Male,24,131049
2003,Male,24,132701
2004,Male,24,136676
2005,Male,24,142207
2006,Male,24,147092
2007,Male,24,154022
2008,Male,24,159613
2009,Male,24,167089
2010,Male,24,168661
2011,Male,24,167530
2012,Male,24,170356
2013,Male,24,174278
2014,Male,24,179600
2015,Male,24,178853
2016,Male,24,179181
2017,Male,24,182475
2018,Male,24,187554
2019,Male,24,191627
2020,Male,24,185829
2021,Male,24,174945
2022,Male,24,174952
2023,Male,24,187655
2024,Male,24,199354
2025,Male,24,202283
1971,Male,25,106957
1972,Male,25,126923
1973,Male,25,118001
1974,Male,25,115180
1975,Male,25,117010
1976,Male,25,116885
1977,Male,25,118404
1978,Male,25,120290
1979,Male,25,119372
1980,Male,25,122475
1981,Male,25,127727
1982,Male,25,128865
1983,Male,25,132083
1984,Male,25,134018
1985,Male,25,135952
1986,Male,25,141572
1987,Male,25,141636
1988,Male,25,141117
1989,Male,25,140818
1990,Male,25,135668
1991,Male,25,134802
1992,Male,25,133815
1993,Male,25,135576
1994,Male,25,139231
1995,Male,25,142401
1996,Male,25,151767
1997,Male,25,149125
1998,Male,25,142960
1999,Male,25,138802
2000,Male,25,134375
2001,Male,25,131297
2002,Male,25,130906
2003,Male,25,132573
2004,Male,25,134251
2005,Male,25,138085
2006,Male,25,144646
2007,Male,25,150840
2008,Male,25,159682
2009,Male,25,165916
2010,Male,25,169015
2011,Male,25,169468
2012,Male,25,170843
2013,Male,25,174145
2014,Male,25,176437
2015,Male,25,182077
2016,Male,25,182254
2017,Male,25,183072
2018,Male,25,186215
2019,Male,25,190405
2020,Male,25,190398
2021,Male,25,180001
2022,Male,25,179144
2023,Male,25,190034
2024,Male,25,198032
2025,Male,25,205573
1971,Male,26,103903
1972,Male,26,107606
1973,Male,26,127699
1974,Male,26,118932
1975,Male,26,115889
1976,Male,26,116847
1977,Male,26,118433
1978,Male,26,119250
1979,Male,26,121212
1980,Male,26,120889
1981,Male,26,124185
1982,Male,26,129517
1983,Male,26,129422
1984,Male,26,132240
1985,Male,26,135178
1986,Male,26,137149
1987,Male,26,143094
1988,Male,26,142843
1989,Male,26,142301
1990,Male,26,142069
1991,Male,26,135732
1992,Male,26,134796
1993,Male,26,133400
1994,Male,26,135701
1995,Male,26,139863
1996,Male,26,142330
1997,Male,26,152027
1998,Male,26,148335
1999,Male,26,142600
2000,Male,26,138526
2001,Male,26,133566
2002,Male,26,132750
2003,Male,26,132120
2004,Male,26,133721
2005,Male,26,135677
2006,Male,26,140210
2007,Male,26,148018
2008,Male,26,155510
2009,Male,26,165462
2010,Male,26,167310
2011,Male,26,169736
2012,Male,26,172715
2013,Male,26,173939
2014,Male,26,176068
2015,Male,26,178686
2016,Male,26,184570
2017,Male,26,185693
2018,Male,26,185917
2019,Male,26,188561
2020,Male,26,189182
2021,Male,26,184746
2022,Male,26,183508
2023,Male,26,193427
2024,Male,26,200264
2025,Male,26,203725
1971,Male,27,100326
1972,Male,27,104177
1973,Male,27,108179
1974,Male,27,128940
1975,Male,27,119488
1976,Male,27,116254
1977,Male,27,117887
1978,Male,27,120118
1979,Male,27,119966
1980,Male,27,122382
1981,Male,27,123235
1982,Male,27,125029
1983,Male,27,130348
1984,Male,27,129752
1985,Male,27,132992
1986,Male,27,136711
1987,Male,27,138670
1988,Male,27,145134
1989,Male,27,144150
1990,Male,27,143390
1991,Male,27,142552
1992,Male,27,136193
1993,Male,27,134636
1994,Male,27,133434
1995,Male,27,136210
1996,Male,27,140535
1997,Male,27,142317
1998,Male,27,151728
1999,Male,27,147982
2000,Male,27,142250
2001,Male,27,138501
2002,Male,27,135000
2003,Male,27,134104
2004,Male,27,133405
2005,Male,27,134873
2006,Male,27,137691
2007,Male,27,143319
2008,Male,27,152341
2009,Male,27,160731
2010,Male,27,167449
2011,Male,27,168334
2012,Male,27,172646
2013,Male,27,176038
2014,Male,27,175396
2015,Male,27,178156
2016,Male,27,181067
2017,Male,27,187484
2018,Male,27,188453
2019,Male,27,188075
2020,Male,27,188231
2021,Male,27,184419
2022,Male,27,188238
2023,Male,27,196316
2024,Male,27,202555
2025,Male,27,205488
1971,Male,28,93146
1972,Male,28,100861
1973,Male,28,104198
1974,Male,28,109298
1975,Male,28,129689
1976,Male,28,119542
1977,Male,28,117083
1978,Male,28,118855
1979,Male,28,121738
1980,Male,28,121216
1981,Male,28,124215
1982,Male,28,124350
1983,Male,28,124918
1984,Male,28,131092
1985,Male,28,130702
1986,Male,28,134266
1987,Male,28,137364
1988,Male,28,140958
1989,Male,28,147316
1990,Male,28,145269
1991,Male,28,143811
1992,Male,28,143234
1993,Male,28,136495
1994,Male,28,135071
1995,Male,28,134056
1996,Male,28,136904
1997,Male,28,140893
1998,Male,28,142501
1999,Male,28,152132
2000,Male,28,148110
2001,Male,28,142262
2002,Male,28,139553
2003,Male,28,136493
2004,Male,28,135544
2005,Male,28,134909
2006,Male,28,136648
2007,Male,28,140858
2008,Male,28,147329
2009,Male,28,157253
2010,Male,28,162884
2011,Male,28,168837
2012,Male,28,171586
2013,Male,28,175621
2014,Male,28,177780
2015,Male,28,177170
2016,Male,28,180722
2017,Male,28,183864
2018,Male,28,189774
2019,Male,28,190919
2020,Male,28,188251
2021,Male,28,184454
2022,Male,28,187343
2023,Male,28,199830
2024,Male,28,204169
2025,Male,28,206910
1971,Male,29,93202
1972,Male,29,93779
1973,Male,29,101185
1974,Male,29,104731
1975,Male,29,109707
1976,Male,29,130022
1977,Male,29,120156
1978,Male,29,117895
1979,Male,29,119547
1980,Male,29,123591
1981,Male,29,123048
1982,Male,29,125425
1983,Male,29,124659
1984,Male,29,124590
1985,Male,29,132235
1986,Male,29,132059
1987,Male,29,135229
1988,Male,29,138437
1989,Male,29,143156
1990,Male,29,149434
1991,Male,29,145831
1992,Male,29,144760
1993,Male,29,143359
1994,Male,29,137021
1995,Male,29,135862
1996,Male,29,134793
1997,Male,29,137319
1998,Male,29,141233
1999,Male,29,143312
2000,Male,29,153078
2001,Male,29,148672
2002,Male,29,143880
2003,Male,29,140998
2004,Male,29,138168
2005,Male,29,137143
2006,Male,29,137016
2007,Male,29,139491
2008,Male,29,144785
2009,Male,29,151952
2010,Male,29,159711
2011,Male,29,164709
2012,Male,29,172222
2013,Male,29,174971
2014,Male,29,176939
2015,Male,29,179577
2016,Male,29,179122
2017,Male,29,183279
2018,Male,29,186243
2019,Male,29,192025
2020,Male,29,191800
2021,Male,29,184914
2022,Male,29,187171
2023,Male,29,197687
2024,Male,29,206794
2025,Male,29,207877
1971,Male,30,91010
1972,Male,30,93421
1973,Male,30,94134
1974,Male,30,101891
1975,Male,30,104577
1976,Male,30,109771
1977,Male,30,129825
1978,Male,30,120769
1979,Male,30,118322
1980,Male,30,120706
1981,Male,30,126094
1982,Male,30,124119
1983,Male,30,125864
1984,Male,30,124436
1985,Male,30,124728
1986,Male,30,133760
1987,Male,30,133063
1988,Male,30,136609
1989,Male,30,139600
1990,Male,30,145030
1991,Male,30,150817
1992,Male,30,146679
1993,Male,30,145116
1994,Male,30,143909
1995,Male,30,138153
1996,Male,30,136738
1997,Male,30,135426
1998,Male,30,137796
1999,Male,30,142097
2000,Male,30,144276
2001,Male,30,154068
2002,Male,30,150481
2003,Male,30,145711
2004,Male,30,142514
2005,Male,30,139946
2006,Male,30,139358
2007,Male,30,140022
2008,Male,30,143015
2009,Male,30,149097
2010,Male,30,154197
2011,Male,30,161964
2012,Male,30,168088
2013,Male,30,175423
2014,Male,30,176589
2015,Male,30,178330
2016,Male,30,181456
2017,Male,30,182008
2018,Male,30,185293
2019,Male,30,188476
2020,Male,30,192743
2021,Male,30,189319
2022,Male,30,187488
2023,Male,30,196863
2024,Male,30,203792
2025,Male,30,209973
1971,Male,31,86497
1972,Male,31,91455
1973,Male,31,93354
1974,Male,31,94753
1975,Male,31,102023
1976,Male,31,103957
1977,Male,31,109495
1978,Male,31,129648
1979,Male,31,121245
1980,Male,31,119191
1981,Male,31,122512
1982,Male,31,127200
1983,Male,31,124277
1984,Male,31,125932
1985,Male,31,124659
1986,Male,31,125206
1987,Male,31,134664
1988,Male,31,134401
1989,Male,31,137969
1990,Male,31,140168
1991,Male,31,146198
1992,Male,31,151132
1993,Male,31,146764
1994,Male,31,145848
1995,Male,31,144900
1996,Male,31,139233
1997,Male,31,137412
1998,Male,31,136135
1999,Male,31,138489
2000,Male,31,142972
2001,Male,31,145311
2002,Male,31,155230
2003,Male,31,151911
2004,Male,31,147038
2005,Male,31,144057
2006,Male,31,142002
2007,Male,31,141951
2008,Male,31,143120
2009,Male,31,146381
2010,Male,31,151150
2011,Male,31,155898
2012,Male,31,164808
2013,Male,31,170556
2014,Male,31,176361
2015,Male,31,177699
2016,Male,31,179401
2017,Male,31,183801
2018,Male,31,184096
2019,Male,31,186846
2020,Male,31,189505
2021,Male,31,190393
2022,Male,31,191447
2023,Male,31,195896
2024,Male,31,202270
2025,Male,31,206390
1971,Male,32,85309
1972,Male,32,87196
1973,Male,32,91493
1974,Male,32,93587
1975,Male,32,94892
1976,Male,32,101708
1977,Male,32,104380
1978,Male,32,109268
1979,Male,32,129364
1980,Male,32,121900
1981,Male,32,120648
1982,Male,32,124122
1983,Male,32,127498
1984,Male,32,124096
1985,Male,32,126296
1986,Male,32,125106
1987,Male,32,126753
1988,Male,32,135858
1989,Male,32,135743
1990,Male,32,139066
1991,Male,32,140113
1992,Male,32,146493
1993,Male,32,150612
1994,Male,32,146910
1995,Male,32,146760
1996,Male,32,145599
1997,Male,32,140037
1998,Male,32,137896
1999,Male,32,136986
2000,Male,32,139316
2001,Male,32,143925
2002,Male,32,146788
2003,Male,32,156072
2004,Male,32,153403
2005,Male,32,148477
2006,Male,32,145797
2007,Male,32,144250
2008,Male,32,144690
2009,Male,32,146321
2010,Male,32,148036
2011,Male,32,152785
2012,Male,32,158485
2013,Male,32,166965
2014,Male,32,171454
2015,Male,32,177051
2016,Male,32,179004
2017,Male,32,181747
2018,Male,32,185501
2019,Male,32,186064
2020,Male,32,187671
2021,Male,32,187911
2022,Male,32,192030
2023,Male,32,198810
2024,Male,32,200450
2025,Male,32,204316
1971,Male,33,82114
1972,Male,33,85475
1973,Male,33,87499
1974,Male,33,91906
1975,Male,33,93381
1976,Male,33,94583
1977,Male,33,101578
1978,Male,33,104777
1979,Male,33,108803
1980,Male,33,129291
1981,Male,33,123091
1982,Male,33,121949
1983,Male,33,124786
1984,Male,33,127378
1985,Male,33,124169
1986,Male,33,126927
1987,Male,33,126546
1988,Male,33,128580
1989,Male,33,137288
1990,Male,33,136718
1991,Male,33,139440
1992,Male,33,140983
1993,Male,33,146102
1994,Male,33,150415
1995,Male,33,147605
1996,Male,33,147912
1997,Male,33,146003
1998,Male,33,140614
1999,Male,33,138684
2000,Male,33,138033
2001,Male,33,140098
2002,Male,33,145193
2003,Male,33,147886
2004,Male,33,156694
2005,Male,33,154923
2006,Male,33,150105
2007,Male,33,147873
2008,Male,33,146816
2009,Male,33,147117
2010,Male,33,147820
2011,Male,33,149373
2012,Male,33,154908
2013,Male,33,160560
2014,Male,33,168034
2015,Male,33,172716
2016,Male,33,178318
2017,Male,33,181543
2018,Male,33,183896
2019,Male,33,187379
2020,Male,33,187354
2021,Male,33,186241
2022,Male,33,189557
2023,Male,33,198805
2024,Male,33,203112
2025,Male,33,202333
1971,Male,34,80892
1972,Male,34,82977
1973,Male,34,85400
1974,Male,34,88158
1975,Male,34,91971
1976,Male,34,92773
1977,Male,34,94139
1978,Male,34,101537
1979,Male,34,105088
1980,Male,34,108747
1981,Male,34,129908
1982,Male,34,124799
1983,Male,34,122577
1984,Male,34,125006
1985,Male,34,127597
1986,Male,34,124696
1987,Male,34,127739
1988,Male,34,128264
1989,Male,34,130675
1990,Male,34,138171
1991,Male,34,137216
1992,Male,34,140257
1993,Male,34,141289
1994,Male,34,145994
1995,Male,34,150758
1996,Male,34,148373
1997,Male,34,148453
1998,Male,34,146471
1999,Male,34,141354
2000,Male,34,139614
2001,Male,34,139049
2002,Male,34,141222
2003,Male,34,146144
2004,Male,34,149133
2005,Male,34,157630
2006,Male,34,156656
2007,Male,34,152166
2008,Male,34,150365
2009,Male,34,149393
2010,Male,34,148373
2011,Male,34,149191
2012,Male,34,151692
2013,Male,34,156646
2014,Male,34,161614
2015,Male,34,169071
2016,Male,34,173882
2017,Male,34,180861
2018,Male,34,183345
2019,Male,34,185796
2020,Male,34,188977
2021,Male,34,186707
2022,Male,34,187689
2023,Male,34,195667
2024,Male,34,202872
2025,Male,34,204992
1971,Male,35,82088
1972,Male,35,81725
1973,Male,35,83576
1974,Male,35,85529
1975,Male,35,88325
1976,Male,35,91570
1977,Male,35,92857
1978,Male,35,93897
1979,Male,35,101368
1980,Male,35,105624
1981,Male,35,109097
1982,Male,35,131878
1983,Male,35,125683
1984,Male,35,122609
1985,Male,35,125646
1986,Male,35,128004
1987,Male,35,125736
1988,Male,35,128835
1989,Male,35,129872
1990,Male,35,132262
1991,Male,35,138601
1992,Male,35,138065
1993,Male,35,140533
1994,Male,35,141855
1995,Male,35,146257
1996,Male,35,151039
1997,Male,35,148805
1998,Male,35,149158
1999,Male,35,147190
2000,Male,35,142319
2001,Male,35,140814
2002,Male,35,140163
2003,Male,35,142103
2004,Male,35,147264
2005,Male,35,150478
2006,Male,35,158763
2007,Male,35,158748
2008,Male,35,154595
2009,Male,35,152726
2010,Male,35,150829
2011,Male,35,149645
2012,Male,35,151437
2013,Male,35,153481
2014,Male,35,157194
2015,Male,35,162412
2016,Male,35,169915
2017,Male,35,175920
2018,Male,35,182827
2019,Male,35,184851
2020,Male,35,187396
2021,Male,35,188531
2022,Male,35,188218
2023,Male,35,192919
2024,Male,35,199574
2025,Male,35,204859
1971,Male,36,77135
1972,Male,36,82363
1973,Male,36,82341
1974,Male,36,84426
1975,Male,36,85258
1976,Male,36,88322
1977,Male,36,91647
1978,Male,36,92949
1979,Male,36,93335
1980,Male,36,101352
1981,Male,36,106590
1982,Male,36,110890
1983,Male,36,133165
1984,Male,36,126209
1985,Male,36,122985
1986,Male,36,126520
1987,Male,36,129123
1988,Male,36,127101
1989,Male,36,129981
1990,Male,36,131214
1991,Male,36,133269
1992,Male,36,138966
1993,Male,36,138206
1994,Male,36,140883
1995,Male,36,142798
1996,Male,36,146782
1997,Male,36,151308
1998,Male,36,149343
1999,Male,36,150031
2000,Male,36,148006
2001,Male,36,143488
2002,Male,36,141584
2003,Male,36,141060
2004,Male,36,142974
2005,Male,36,148574
2006,Male,36,152211
2007,Male,36,161071
2008,Male,36,161053
2009,Male,36,156803
2010,Male,36,153988
2011,Male,36,152132
2012,Male,36,152049
2013,Male,36,153138
2014,Male,36,154353
2015,Male,36,157754
2016,Male,36,163169
2017,Male,36,171542
2018,Male,36,177524
2019,Male,36,184549
2020,Male,36,186221
2021,Male,36,187351
2022,Male,36,189792
2023,Male,36,193029
2024,Male,36,196467
2025,Male,36,201313
1971,Male,37,74896
1972,Male,37,76683
1973,Male,37,82499
1974,Male,37,83276
1975,Male,37,84841
1976,Male,37,84678
1977,Male,37,87778
1978,Male,37,91842
1979,Male,37,92936
1980,Male,37,93018
1981,Male,37,101706
1982,Male,37,107108
1983,Male,37,112175
1984,Male,37,133987
1985,Male,37,126664
1986,Male,37,123571
1987,Male,37,127182
1988,Male,37,130660
1989,Male,37,128458
1990,Male,37,130488
1991,Male,37,131829
1992,Male,37,133844
1993,Male,37,138636
1994,Male,37,138471
1995,Male,37,141635
1996,Male,37,143670
1997,Male,37,147149
1998,Male,37,151549
1999,Male,37,150084
2000,Male,37,150873
2001,Male,37,148905
2002,Male,37,144107
2003,Male,37,142461
2004,Male,37,141945
2005,Male,37,144025
2006,Male,37,149713
2007,Male,37,154112
2008,Male,37,163378
2009,Male,37,163215
2010,Male,37,158001
2011,Male,37,155299
2012,Male,37,154130
2013,Male,37,153968
2014,Male,37,153744
2015,Male,37,155034
2016,Male,37,158194
2017,Male,37,164355
2018,Male,37,172740
2019,Male,37,178903
2020,Male,37,186024
2021,Male,37,186063
2022,Male,37,188530
2023,Male,37,194184
2024,Male,37,196407
2025,Male,37,198195
1971,Male,38,76740
1972,Male,38,75394
1973,Male,38,76088
1974,Male,38,82813
1975,Male,38,83767
1976,Male,38,85041
1977,Male,38,84960
1978,Male,38,87213
1979,Male,38,92015
1980,Male,38,93112
1981,Male,38,93041
1982,Male,38,103022
1983,Male,38,107086
1984,Male,38,113208
1985,Male,38,135043
1986,Male,38,127457
1987,Male,38,124992
1988,Male,38,127940
1989,Male,38,131943
1990,Male,38,129326
1991,Male,38,130704
1992,Male,38,132654
1993,Male,38,133833
1994,Male,38,138527
1995,Male,38,139147
1996,Male,38,142433
1997,Male,38,144451
1998,Male,38,147319
1999,Male,38,151829
2000,Male,38,150745
2001,Male,38,151993
2002,Male,38,149788
2003,Male,38,144776
2004,Male,38,143038
2005,Male,38,142909
2006,Male,38,145328
2007,Male,38,151594
2008,Male,38,156120
2009,Male,38,165536
2010,Male,38,164585
2011,Male,38,159131
2012,Male,38,157424
2013,Male,38,155705
2014,Male,38,154866
2015,Male,38,154313
2016,Male,38,155621
2017,Male,38,159471
2018,Male,38,164972
2019,Male,38,173741
2020,Male,38,180169
2021,Male,38,186124
2022,Male,38,187245
2023,Male,38,192235
2024,Male,38,197208
2025,Male,38,198051
1971,Male,39,77851
1972,Male,39,77042
1973,Male,39,75607
1974,Male,39,75608
1975,Male,39,82797
1976,Male,39,84006
1977,Male,39,84428
1978,Male,39,85255
1979,Male,39,86696
1980,Male,39,92220
1981,Male,39,93744
1982,Male,39,94346
1983,Male,39,103907
1984,Male,39,106756
1985,Male,39,114282
1986,Male,39,136194
1987,Male,39,128260
1988,Male,39,126439
1989,Male,39,128782
1990,Male,39,133002
1991,Male,39,129825
1992,Male,39,131621
1993,Male,39,133202
1994,Male,39,133938
1995,Male,39,138719
1996,Male,39,139843
1997,Male,39,142586
1998,Male,39,145223
1999,Male,39,147810
2000,Male,39,152116
2001,Male,39,151677
2002,Male,39,152704
2003,Male,39,150477
2004,Male,39,145310
2005,Male,39,143904
2006,Male,39,143937
2007,Male,39,146937
2008,Male,39,153599
2009,Male,39,157991
2010,Male,39,166904
2011,Male,39,165997
2012,Male,39,161022
2013,Male,39,159256
2014,Male,39,156341
2015,Male,39,155804
2016,Male,39,154969
2017,Male,39,156518
2018,Male,39,160395
2019,Male,39,165549
2020,Male,39,174661
2021,Male,39,180059
2022,Male,39,186989
2023,Male,39,190678
2024,Male,39,194989
2025,Male,39,198677
1971,Male,40,85447
1972,Male,40,77724
1973,Male,40,77075
1974,Male,40,76075
1975,Male,40,74965
1976,Male,40,82599
1977,Male,40,82995
1978,Male,40,83876
1979,Male,40,85422
1980,Male,40,86255
1981,Male,40,92801
1982,Male,40,94297
1983,Male,40,95262
1984,Male,40,104529
1985,Male,40,106589
1986,Male,40,115556
1987,Male,40,135359
1988,Male,40,129174
1989,Male,40,128141
1990,Male,40,129243
1991,Male,40,133659
1992,Male,40,129968
1993,Male,40,132076
1994,Male,40,133884
1995,Male,40,134431
1996,Male,40,139037
1997,Male,40,139542
1998,Male,40,142639
1999,Male,40,146018
2000,Male,40,148258
2001,Male,40,152573
2002,Male,40,152512
2003,Male,40,153116
2004,Male,40,150925
2005,Male,40,146137
2006,Male,40,144904
2007,Male,40,145240
2008,Male,40,148678
2009,Male,40,155412
2010,Male,40,159027
2011,Male,40,168239
2012,Male,40,167349
2013,Male,40,162238
2014,Male,40,160298
2015,Male,40,156783
2016,Male,40,156612
2017,Male,40,156046
2018,Male,40,157124
2019,Male,40,161077
2020,Male,40,165990
2021,Male,40,174585
2022,Male,40,180921
2023,Male,40,190073
2024,Male,40,193125
2025,Male,40,196514
1971,Male,41,80547
1972,Male,41,85141
1973,Male,41,77346
1974,Male,41,77307
1975,Male,41,76279
1976,Male,41,74038
1977,Male,41,81869
1978,Male,41,82149
1979,Male,41,83176
1980,Male,41,85820
1981,Male,41,86182
1982,Male,41,93353
1983,Male,41,94528
1984,Male,41,95772
1985,Male,41,105192
1986,Male,41,106449
1987,Male,41,116184
1988,Male,41,134828
1989,Male,41,130160
1990,Male,41,129387
1991,Male,41,129227
1992,Male,41,133430
1993,Male,41,129559
1994,Male,41,132677
1995,Male,41,134812
1996,Male,41,135058
1997,Male,41,139172
